Genome project	Gene stable ID	ID
strongyloides_stercoralis_prjeb528	SSTP_0000410500	PF04420
strongyloides_stercoralis_prjeb528	SSTP_0000411650	
strongyloides_stercoralis_prjeb528	SSTP_0000411900	PF00173
strongyloides_stercoralis_prjeb528	SSTP_0000414550	
strongyloides_stercoralis_prjeb528	SSTP_0000418900	
strongyloides_stercoralis_prjeb528	SSTP_0000419800	PF01683
strongyloides_stercoralis_prjeb528	SSTP_0000419800	PF01522
strongyloides_stercoralis_prjeb528	SSTP_0000420700	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000420800	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0000421012	
strongyloides_stercoralis_prjeb528	SSTP_0000421024	
strongyloides_stercoralis_prjeb528	SSTP_0000421036	
strongyloides_stercoralis_prjeb528	SSTP_0000421300	
strongyloides_stercoralis_prjeb528	SSTP_0000421400	
strongyloides_stercoralis_prjeb528	SSTP_0000421900	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000421910	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000423500	PF07539
strongyloides_stercoralis_prjeb528	SSTP_0000424400	PF00201
strongyloides_stercoralis_prjeb528	SSTP_0000424600	PF00201
strongyloides_stercoralis_prjeb528	SSTP_0000424700	PF00201
strongyloides_stercoralis_prjeb528	SSTP_0000425100	PF10323
strongyloides_stercoralis_prjeb528	SSTP_0000425500	PF10321
strongyloides_stercoralis_prjeb528	SSTP_0000428400	PF00887
strongyloides_stercoralis_prjeb528	SSTP_0000434800	
strongyloides_stercoralis_prjeb528	SSTP_0000435400	
strongyloides_stercoralis_prjeb528	SSTP_0000436900	
strongyloides_stercoralis_prjeb528	SSTP_0000437900	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0000440200	
strongyloides_stercoralis_prjeb528	SSTP_0000440300	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0000440400	
strongyloides_stercoralis_prjeb528	SSTP_0000440500	
strongyloides_stercoralis_prjeb528	SSTP_0000440700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000440700	PF00431
strongyloides_stercoralis_prjeb528	SSTP_0000440800	
strongyloides_stercoralis_prjeb528	SSTP_0000440900	
strongyloides_stercoralis_prjeb528	SSTP_0000441000	
strongyloides_stercoralis_prjeb528	SSTP_0000441100	
strongyloides_stercoralis_prjeb528	SSTP_0000441200	
strongyloides_stercoralis_prjeb528	SSTP_0000441300	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000441300	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000441400	
strongyloides_stercoralis_prjeb528	SSTP_0000443200	
strongyloides_stercoralis_prjeb528	SSTP_0000443300	
strongyloides_stercoralis_prjeb528	SSTP_0000448000	PF11935
strongyloides_stercoralis_prjeb528	SSTP_0000448000	PF12295
strongyloides_stercoralis_prjeb528	SSTP_0000448600	PF05511
strongyloides_stercoralis_prjeb528	SSTP_0000448900	
strongyloides_stercoralis_prjeb528	SSTP_0000449100	
strongyloides_stercoralis_prjeb528	SSTP_0000449200	
strongyloides_stercoralis_prjeb528	SSTP_0000452700	
strongyloides_stercoralis_prjeb528	SSTP_0000452800	
strongyloides_stercoralis_prjeb528	SSTP_0000452900	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0000453200	PF12762
strongyloides_stercoralis_prjeb528	SSTP_0000453400	
strongyloides_stercoralis_prjeb528	SSTP_0000453500	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000454200	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0000454500	
strongyloides_stercoralis_prjeb528	SSTP_0000454900	
strongyloides_stercoralis_prjeb528	SSTP_0000455100	
strongyloides_stercoralis_prjeb528	SSTP_0000455200	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000455200	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000455200	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000455300	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0000455400	
strongyloides_stercoralis_prjeb528	SSTP_0000455600	
strongyloides_stercoralis_prjeb528	SSTP_0000455700	
strongyloides_stercoralis_prjeb528	SSTP_0000456100	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000456300	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000456300	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000456300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000458200	
strongyloides_stercoralis_prjeb528	SSTP_0000458600	
strongyloides_stercoralis_prjeb528	SSTP_0000458700	PF00385
strongyloides_stercoralis_prjeb528	SSTP_0000458800	PF00385
strongyloides_stercoralis_prjeb528	SSTP_0000460100	
strongyloides_stercoralis_prjeb528	SSTP_0000463300	PF01529
strongyloides_stercoralis_prjeb528	SSTP_0000465500	
strongyloides_stercoralis_prjeb528	SSTP_0000465600	
strongyloides_stercoralis_prjeb528	SSTP_0000465625	
strongyloides_stercoralis_prjeb528	SSTP_0000466200	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000466200	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000466200	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000466300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000466400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000466500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000467600	
strongyloides_stercoralis_prjeb528	SSTP_0000468200	
strongyloides_stercoralis_prjeb528	SSTP_0000468350	
strongyloides_stercoralis_prjeb528	SSTP_0000468400	
strongyloides_stercoralis_prjeb528	SSTP_0000469300	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000469300	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000469300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000470600	PF16523
strongyloides_stercoralis_prjeb528	SSTP_0000470600	PF14604
strongyloides_stercoralis_prjeb528	SSTP_0000471000	PF13927
strongyloides_stercoralis_prjeb528	SSTP_0000471000	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0000471800	PF03637
strongyloides_stercoralis_prjeb528	SSTP_0000473000	
strongyloides_stercoralis_prjeb528	SSTP_0000473250	
strongyloides_stercoralis_prjeb528	SSTP_0000473500	PF04810
strongyloides_stercoralis_prjeb528	SSTP_0000473500	PF08033
strongyloides_stercoralis_prjeb528	SSTP_0000473500	PF04815
strongyloides_stercoralis_prjeb528	SSTP_0000473500	PF04811
strongyloides_stercoralis_prjeb528	SSTP_0000473500	PF00626
strongyloides_stercoralis_prjeb528	SSTP_0000474400	PF01484
strongyloides_stercoralis_prjeb528	SSTP_0000474400	PF01391
strongyloides_stercoralis_prjeb528	SSTP_0000474900	
strongyloides_stercoralis_prjeb528	SSTP_0000475200	
strongyloides_stercoralis_prjeb528	SSTP_0000476200	
strongyloides_stercoralis_prjeb528	SSTP_0000477000	
strongyloides_stercoralis_prjeb528	SSTP_0000477600	
strongyloides_stercoralis_prjeb528	SSTP_0000478700	
strongyloides_stercoralis_prjeb528	SSTP_0000478900	
strongyloides_stercoralis_prjeb528	SSTP_0000479100	
strongyloides_stercoralis_prjeb528	SSTP_0000479750	
strongyloides_stercoralis_prjeb528	SSTP_0000480400	
strongyloides_stercoralis_prjeb528	SSTP_0000482400	
strongyloides_stercoralis_prjeb528	SSTP_0000482500	
strongyloides_stercoralis_prjeb528	SSTP_0000482800	
strongyloides_stercoralis_prjeb528	SSTP_0000482933	
strongyloides_stercoralis_prjeb528	SSTP_0000482966	
strongyloides_stercoralis_prjeb528	SSTP_0000483368	
strongyloides_stercoralis_prjeb528	SSTP_0000483400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000483500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000485600	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000485600	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000485700	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0000485900	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0000487600	
strongyloides_stercoralis_prjeb528	SSTP_0000487700	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000487700	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000487800	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000487800	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000487875	
strongyloides_stercoralis_prjeb528	SSTP_0000488200	PF02118
strongyloides_stercoralis_prjeb528	SSTP_0000489800	PF08337
strongyloides_stercoralis_prjeb528	SSTP_0000490500	
strongyloides_stercoralis_prjeb528	SSTP_0000491950	PF13384
strongyloides_stercoralis_prjeb528	SSTP_0000492200	
strongyloides_stercoralis_prjeb528	SSTP_0000492600	
strongyloides_stercoralis_prjeb528	SSTP_0000492850	
strongyloides_stercoralis_prjeb528	SSTP_0000493200	
strongyloides_stercoralis_prjeb528	SSTP_0000494450	
strongyloides_stercoralis_prjeb528	SSTP_0000496500	PF04111
strongyloides_stercoralis_prjeb528	SSTP_0000496500	PF17675
strongyloides_stercoralis_prjeb528	SSTP_0000498800	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000498800	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000498800	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000500200	
strongyloides_stercoralis_prjeb528	SSTP_0000502200	
strongyloides_stercoralis_prjeb528	SSTP_0000503200	
strongyloides_stercoralis_prjeb528	SSTP_0000503300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000503500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000503600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000503700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000505600	
strongyloides_stercoralis_prjeb528	SSTP_0000505700	
strongyloides_stercoralis_prjeb528	SSTP_0000505800	
strongyloides_stercoralis_prjeb528	SSTP_0000508500	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000508500	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000508500	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000508700	PF05970
strongyloides_stercoralis_prjeb528	SSTP_0000508900	PF00089
strongyloides_stercoralis_prjeb528	SSTP_0000509100	
strongyloides_stercoralis_prjeb528	SSTP_0000509300	
strongyloides_stercoralis_prjeb528	SSTP_0000509400	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0000509600	
strongyloides_stercoralis_prjeb528	SSTP_0000510000	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000510100	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000510600	
strongyloides_stercoralis_prjeb528	SSTP_0000510900	
strongyloides_stercoralis_prjeb528	SSTP_0000511000	
strongyloides_stercoralis_prjeb528	SSTP_0000512600	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000512900	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000513100	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000515100	PF00179
strongyloides_stercoralis_prjeb528	SSTP_0000515200	PF04129
strongyloides_stercoralis_prjeb528	SSTP_0000515800	
strongyloides_stercoralis_prjeb528	SSTP_0000517700	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000517800	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000519500	PF10190
strongyloides_stercoralis_prjeb528	SSTP_0000520000	PF08696
strongyloides_stercoralis_prjeb528	SSTP_0000520000	PF13087
strongyloides_stercoralis_prjeb528	SSTP_0000520000	PF13086
strongyloides_stercoralis_prjeb528	SSTP_0000520500	
strongyloides_stercoralis_prjeb528	SSTP_0000520525	
strongyloides_stercoralis_prjeb528	SSTP_0000520600	
strongyloides_stercoralis_prjeb528	SSTP_0000521200	
strongyloides_stercoralis_prjeb528	SSTP_0000521300	
strongyloides_stercoralis_prjeb528	SSTP_0000521400	
strongyloides_stercoralis_prjeb528	SSTP_0000521600	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000521600	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000521600	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000522400	
strongyloides_stercoralis_prjeb528	SSTP_0000522600	
strongyloides_stercoralis_prjeb528	SSTP_0000522700	
strongyloides_stercoralis_prjeb528	SSTP_0000524100	
strongyloides_stercoralis_prjeb528	SSTP_0000524200	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000524200	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000524300	
strongyloides_stercoralis_prjeb528	SSTP_0000526300	PF01130
strongyloides_stercoralis_prjeb528	SSTP_0000526700	PF07859
strongyloides_stercoralis_prjeb528	SSTP_0000528300	PF01431
strongyloides_stercoralis_prjeb528	SSTP_0000528400	PF01431
strongyloides_stercoralis_prjeb528	SSTP_0000529700	PF00692
strongyloides_stercoralis_prjeb528	SSTP_0000530500	
strongyloides_stercoralis_prjeb528	SSTP_0000532300	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000532300	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000532300	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000532300	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000533700	PF04678
strongyloides_stercoralis_prjeb528	SSTP_0000535000	PF09258
strongyloides_stercoralis_prjeb528	SSTP_0000535300	
strongyloides_stercoralis_prjeb528	SSTP_0000535800	
strongyloides_stercoralis_prjeb528	SSTP_0000535900	
strongyloides_stercoralis_prjeb528	SSTP_0000536700	PF09412
strongyloides_stercoralis_prjeb528	SSTP_0000537050	
strongyloides_stercoralis_prjeb528	SSTP_0000537500	
strongyloides_stercoralis_prjeb528	SSTP_0000537600	PF01697
strongyloides_stercoralis_prjeb528	SSTP_0000537700	PF01697
strongyloides_stercoralis_prjeb528	SSTP_0000538300	
strongyloides_stercoralis_prjeb528	SSTP_0000538400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000538800	
strongyloides_stercoralis_prjeb528	SSTP_0000539100	
strongyloides_stercoralis_prjeb528	SSTP_0000539200	
strongyloides_stercoralis_prjeb528	SSTP_0000539300	
strongyloides_stercoralis_prjeb528	SSTP_0000539400	
strongyloides_stercoralis_prjeb528	SSTP_0000539800	PF02939
strongyloides_stercoralis_prjeb528	SSTP_0000543200	
strongyloides_stercoralis_prjeb528	SSTP_0000544400	PF10235
strongyloides_stercoralis_prjeb528	SSTP_0000545000	PF00642
strongyloides_stercoralis_prjeb528	SSTP_0000545050	
strongyloides_stercoralis_prjeb528	SSTP_0000546800	PF00989
strongyloides_stercoralis_prjeb528	SSTP_0000547500	
strongyloides_stercoralis_prjeb528	SSTP_0000548100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000548100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000548100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000548200	
strongyloides_stercoralis_prjeb528	SSTP_0000548300	
strongyloides_stercoralis_prjeb528	SSTP_0000548400	
strongyloides_stercoralis_prjeb528	SSTP_0000550400	PF00076
strongyloides_stercoralis_prjeb528	SSTP_0000550400	PF04818
strongyloides_stercoralis_prjeb528	SSTP_0000553800	PF02932
strongyloides_stercoralis_prjeb528	SSTP_0000553800	PF02931
strongyloides_stercoralis_prjeb528	SSTP_0000554000	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000554000	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000554000	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000554200	PF02931
strongyloides_stercoralis_prjeb528	SSTP_0000554200	PF02932
strongyloides_stercoralis_prjeb528	SSTP_0000555000	
strongyloides_stercoralis_prjeb528	SSTP_0000559800	
strongyloides_stercoralis_prjeb528	SSTP_0000562900	PF09139
strongyloides_stercoralis_prjeb528	SSTP_0000563000	
strongyloides_stercoralis_prjeb528	SSTP_0000564100	
strongyloides_stercoralis_prjeb528	SSTP_0000574000	
strongyloides_stercoralis_prjeb528	SSTP_0000575600	
strongyloides_stercoralis_prjeb528	SSTP_0000577000	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000577000	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000577000	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000580700	
strongyloides_stercoralis_prjeb528	SSTP_0000582200	
strongyloides_stercoralis_prjeb528	SSTP_0000582600	PF15880
strongyloides_stercoralis_prjeb528	SSTP_0000583100	
strongyloides_stercoralis_prjeb528	SSTP_0000588300	PF00630
strongyloides_stercoralis_prjeb528	SSTP_0000591400	PF00373
strongyloides_stercoralis_prjeb528	SSTP_0000591400	PF09380
strongyloides_stercoralis_prjeb528	SSTP_0000591400	PF09379
strongyloides_stercoralis_prjeb528	SSTP_0000594600	
strongyloides_stercoralis_prjeb528	SSTP_0000595400	PF07647
strongyloides_stercoralis_prjeb528	SSTP_0000596300	PF12717
strongyloides_stercoralis_prjeb528	SSTP_0000596800	
strongyloides_stercoralis_prjeb528	SSTP_0000600100	
strongyloides_stercoralis_prjeb528	SSTP_0000602000	
strongyloides_stercoralis_prjeb528	SSTP_0000606200	PF12352
strongyloides_stercoralis_prjeb528	SSTP_0000607000	
strongyloides_stercoralis_prjeb528	SSTP_0000608900	
strongyloides_stercoralis_prjeb528	SSTP_0000612000	PF00106
strongyloides_stercoralis_prjeb528	SSTP_0000612100	PF00106
strongyloides_stercoralis_prjeb528	SSTP_0000612200	
strongyloides_stercoralis_prjeb528	SSTP_0000612800	PF04568
strongyloides_stercoralis_prjeb528	SSTP_0000614500	
strongyloides_stercoralis_prjeb528	SSTP_0000614800	PF07859
strongyloides_stercoralis_prjeb528	SSTP_0000615800	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000615800	PF13650
strongyloides_stercoralis_prjeb528	SSTP_0000615800	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000615800	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000617600	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000617600	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000617600	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000617700	
strongyloides_stercoralis_prjeb528	SSTP_0000617900	
strongyloides_stercoralis_prjeb528	SSTP_0000620100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000620100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000620100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000621200	
strongyloides_stercoralis_prjeb528	SSTP_0000624100	PF18382
strongyloides_stercoralis_prjeb528	SSTP_0000626100	
strongyloides_stercoralis_prjeb528	SSTP_0000626200	
strongyloides_stercoralis_prjeb528	SSTP_0000629700	PF13639
strongyloides_stercoralis_prjeb528	SSTP_0000629800	
strongyloides_stercoralis_prjeb528	SSTP_0000630300	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000630300	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000630300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000630400	
strongyloides_stercoralis_prjeb528	SSTP_0000633100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000633200	
strongyloides_stercoralis_prjeb528	SSTP_0000635500	
strongyloides_stercoralis_prjeb528	SSTP_0000635600	
strongyloides_stercoralis_prjeb528	SSTP_0000636100	
strongyloides_stercoralis_prjeb528	SSTP_0000636175	
strongyloides_stercoralis_prjeb528	SSTP_0000636600	
strongyloides_stercoralis_prjeb528	SSTP_0000636766	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000637100	
strongyloides_stercoralis_prjeb528	SSTP_0000637300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000637300	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000637300	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000637400	
strongyloides_stercoralis_prjeb528	SSTP_0000637600	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0000638300	PF08279
strongyloides_stercoralis_prjeb528	SSTP_0000638600	
strongyloides_stercoralis_prjeb528	SSTP_0000638900	PF00098
strongyloides_stercoralis_prjeb528	SSTP_0000639100	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000639200	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000639200	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000639200	PF17917
strongyloides_stercoralis_prjeb528	SSTP_0000639300	
strongyloides_stercoralis_prjeb528	SSTP_0000639400	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000639400	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000639400	PF17917
strongyloides_stercoralis_prjeb528	SSTP_0000639800	
strongyloides_stercoralis_prjeb528	SSTP_0000639900	PF01630
strongyloides_stercoralis_prjeb528	SSTP_0000642200	
strongyloides_stercoralis_prjeb528	SSTP_0000642400	
strongyloides_stercoralis_prjeb528	SSTP_0000642600	
strongyloides_stercoralis_prjeb528	SSTP_0000642900	
strongyloides_stercoralis_prjeb528	SSTP_0000643800	
strongyloides_stercoralis_prjeb528	SSTP_0000644600	
strongyloides_stercoralis_prjeb528	SSTP_0000644700	
strongyloides_stercoralis_prjeb528	SSTP_0000644800	
strongyloides_stercoralis_prjeb528	SSTP_0000645000	PF00651
strongyloides_stercoralis_prjeb528	SSTP_0000645000	PF01344
strongyloides_stercoralis_prjeb528	SSTP_0000645900	PF00443
strongyloides_stercoralis_prjeb528	SSTP_0000646600	
strongyloides_stercoralis_prjeb528	SSTP_0000647300	
strongyloides_stercoralis_prjeb528	SSTP_0000647600	PF07801
strongyloides_stercoralis_prjeb528	SSTP_0000647700	PF07801
strongyloides_stercoralis_prjeb528	SSTP_0000647900	PF01826
strongyloides_stercoralis_prjeb528	SSTP_0000648700	PF03125
strongyloides_stercoralis_prjeb528	SSTP_0000649500	
strongyloides_stercoralis_prjeb528	SSTP_0000649600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000649700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000649800	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0000650000	PF03314
strongyloides_stercoralis_prjeb528	SSTP_0000650350	
strongyloides_stercoralis_prjeb528	SSTP_0000650400	
strongyloides_stercoralis_prjeb528	SSTP_0000650500	
strongyloides_stercoralis_prjeb528	SSTP_0000650575	
strongyloides_stercoralis_prjeb528	SSTP_0000654200	PF13561
strongyloides_stercoralis_prjeb528	SSTP_0000655300	PF05347
strongyloides_stercoralis_prjeb528	SSTP_0000655800	
strongyloides_stercoralis_prjeb528	SSTP_0000656400	
strongyloides_stercoralis_prjeb528	SSTP_0000657900	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0000658600	
strongyloides_stercoralis_prjeb528	SSTP_0000658675	
strongyloides_stercoralis_prjeb528	SSTP_0000662100	PF00375
strongyloides_stercoralis_prjeb528	SSTP_0000662100	PF09815
strongyloides_stercoralis_prjeb528	SSTP_0000662900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000662900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000662900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000664200	PF07714
strongyloides_stercoralis_prjeb528	SSTP_0000664200	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0000664200	PF00211
strongyloides_stercoralis_prjeb528	SSTP_0000664500	PF00248
strongyloides_stercoralis_prjeb528	SSTP_0000664600	
strongyloides_stercoralis_prjeb528	SSTP_0000664700	
strongyloides_stercoralis_prjeb528	SSTP_0000664800	
strongyloides_stercoralis_prjeb528	SSTP_0000664900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000664900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000664900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000665200	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000665200	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000665200	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000665800	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000665800	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000665800	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000666100	
strongyloides_stercoralis_prjeb528	SSTP_0000666200	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000666250	PF17917
strongyloides_stercoralis_prjeb528	SSTP_0000667100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000667110	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000667200	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000667300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000670900	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0000672400	PF00566
strongyloides_stercoralis_prjeb528	SSTP_0000673800	
strongyloides_stercoralis_prjeb528	SSTP_0000673900	
strongyloides_stercoralis_prjeb528	SSTP_0000674100	
strongyloides_stercoralis_prjeb528	SSTP_0000675000	PF02434
strongyloides_stercoralis_prjeb528	SSTP_0000675100	
strongyloides_stercoralis_prjeb528	SSTP_0000675800	PF00293
strongyloides_stercoralis_prjeb528	SSTP_0000676800	
strongyloides_stercoralis_prjeb528	SSTP_0000676900	
strongyloides_stercoralis_prjeb528	SSTP_0000677000	
strongyloides_stercoralis_prjeb528	SSTP_0000677100	
strongyloides_stercoralis_prjeb528	SSTP_0000677400	
strongyloides_stercoralis_prjeb528	SSTP_0000677500	
strongyloides_stercoralis_prjeb528	SSTP_0000677600	
strongyloides_stercoralis_prjeb528	SSTP_0000677800	
strongyloides_stercoralis_prjeb528	SSTP_0000678400	PF07985
strongyloides_stercoralis_prjeb528	SSTP_0000679800	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0000679900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000679900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000679900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000683300	
strongyloides_stercoralis_prjeb528	SSTP_0000683500	
strongyloides_stercoralis_prjeb528	SSTP_0000684300	PF07914
strongyloides_stercoralis_prjeb528	SSTP_0000684900	
strongyloides_stercoralis_prjeb528	SSTP_0000685200	
strongyloides_stercoralis_prjeb528	SSTP_0000686200	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000686200	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000686200	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000687500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000687600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000687700	
strongyloides_stercoralis_prjeb528	SSTP_0000688100	PF02737
strongyloides_stercoralis_prjeb528	SSTP_0000688100	PF00725
strongyloides_stercoralis_prjeb528	SSTP_0000688700	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000688700	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000688900	
strongyloides_stercoralis_prjeb528	SSTP_0000689100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000689100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000689100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000689900	PF00443
strongyloides_stercoralis_prjeb528	SSTP_0000693300	PF02002
strongyloides_stercoralis_prjeb528	SSTP_0000693600	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000694300	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000694300	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000694300	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000696600	
strongyloides_stercoralis_prjeb528	SSTP_0000698000	PF00102
strongyloides_stercoralis_prjeb528	SSTP_0000698500	PF01142
strongyloides_stercoralis_prjeb528	SSTP_0000698700	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0000698800	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000698800	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000698800	PF17917
strongyloides_stercoralis_prjeb528	SSTP_0000698900	
