HOG	selected_transcripts	exon_counts	protein_lengths	gene_counts	transcript_counts	worst_transcript	worst_pair	blast_pident	align_pident
N0.HOG0005181	SBOV2_15240.1, SCUR1_15660.2, SGUI1_15300.1, SHAE2_17640.1, SINT2_14830.1, SRDH2_16130.1, Smp_164500.1, EWB00_004126	10, 10, 10, 10, 10, 10, 10, 10	483, 490, 490, 490, 490, 496, 496, 487	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 3, 1, 1	EWB00_004126	SBOV2_15240.1, EWB00_004126	74.2	98.76796714579056
N0.HOG0005180	SBOV2_15100.1, SCUR1_15520.1, SGUI1_15150.2, SHAE2_17480.1, SINT2_14690.1, SRDH2_16000.1, Smp_244370.1, EWB00_004807	11, 11, 11, 11, 11, 11, 11, 11	986, 986, 986, 986, 986, 991, 990, 974	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 3, 2, 1, 1, 1, 1	SBOV2_15100.1	SBOV2_15100.1, SCUR1_15520.1	98.3	99.89858012170384
N0.HOG0005179	SBOV2_14990.1, SCUR1_15420.1, SGUI1_15060.1, SHAE2_17380.2, SINT2_14590.1, SRDH2_15900.1, Smp_244390.1, EWB00_010778	4, 3, 2, 4, 4, 4, 4, 2	116, 111, 92, 116, 116, 116, 116, 63	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 1, 2, 2, 1, 1, 2	EWB00_010778	SGUI1_15060.1, EWB00_010778	84.1	47.82608695652174
N0.HOG0005178	SBOV2_14790.1, SCUR1_15180.1, SGUI1_14850.1, SHAE2_17160.1, SINT2_14370.1, SRDH2_15700.1, Smp_340450.1, EWB00_002354	5, 5, 5, 5, 5, 5, 5, 5	731, 731, 730, 731, 731, 731, 591, 725	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 2, 2, 1, 1, 1, 1	Smp_340450.1	SBOV2_14790.1, Smp_340450.1	96.1	80.43775649794802
N0.HOG0005177	SBOV2_14680.1, SCUR1_15050.1, SGUI1_14730.1, SHAE2_16830.1, SINT2_14210.1, SRDH2_15560.3, Smp_343950.1, EWB00_002326	3, 3, 3, 3, 3, 3, 3, 3	922, 928, 929, 924, 927, 674, 932, 927	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 4, 1, 1	SRDH2_15560.3	SRDH2_15560.3, Smp_343950.1	96.7	72.21030042918454
N0.HOG0005176	SBOV2_14550.1, SCUR1_14920.2, SGUI1_14600.1, SHAE2_16700.1, SINT2_14090.2, SRDH2_15430.1, Smp_244460.1, EWB00_004165.1	9, 9, 9, 9, 8, 9, 9, 8	491, 484, 491, 491, 422, 490, 490, 485	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 2, 1, 1, 2	EWB00_004165.1	SCUR1_14920.2, EWB00_004165.1	93.4	81.23711340206185
N0.HOG0005175	SBOV2_14400.3, SCUR1_14760.1, SGUI1_14420.1, SHAE2_16520.1, SINT2_13930.1, SRDH2_100290.4, Smp_337395.1, EWB00_004188.1	7, 8, 7, 8, 8, 8, 8, 8	226, 268, 279, 268, 267, 226, 269, 269	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 1, 1, 2, 1, 1	SBOV2_14400.3	SBOV2_14400.3, SCUR1_14760.1	100.0	83.95522388059702
N0.HOG0005174	SBOV2_14230.1, SCUR1_14590.1, SGUI1_14230.1, SHAE2_16340.1, SINT2_13780.1, SRDH2_13400.1, Smp_199050.1, EWB00_009363.1	4, 4, 2, 2, 2, 2, 2, 2	291, 291, 263, 263, 263, 260, 263, 268	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 1, 1, 1, 3	SBOV2_14230.1	SBOV2_14230.1, SGUI1_14230.1	98.8	86.94158075601375
N0.HOG0005173	SBOV2_1420.1, SCUR1_1320.1, SGUI1_1370.2, SHAE2_1720.1, SINT2_1300.1, SRDH2_1460.2, Smp_175930.1, EWB00_005650	7, 7, 7, 7, 7, 7, 7, 7	793, 788, 787, 785, 783, 791, 779, 750	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 2, 2, 1, 1	SINT2_1300.1	SHAE2_1720.1, SINT2_1300.1	97.1	99.87261146496816
N0.HOG0005172	SBOV2_14130.1, SCUR1_14490.1, SGUI1_14130.1, SHAE2_16250.1, SINT2_13690.1, SRDH2_13480.1, Smp_018220.1, EWB00_004210.1	2, 2, 2, 2, 2, 2, 1, 2	549, 550, 550, 550, 550, 550, 500, 565	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 2, 1, 2	Smp_018220.1	SCUR1_14490.1, Smp_018220.1	87.1	91.81818181818183
N0.HOG0005171	SBOV2_14010.1, SCUR1_14360.1, SGUI1_14010.1, SHAE2_16130.1, SINT2_13570.1, SRDH2_13600.1, Smp_305720.1, EWB00_009395	17, 17, 17, 17, 17, 17, 15, 16	849, 849, 849, 849, 849, 867, 647, 788	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 1, 1, 1, 1, 1, 1	Smp_305720.1	SRDH2_13600.1, Smp_305720.1	94.2	75.89388696655132
N0.HOG0005170	SBOV2_13940.1, SCUR1_14320.1, SGUI1_13950.1, SHAE2_16060.1, SINT2_13500.1, SRDH2_13660.1, Smp_305760.1, EWB00_004631.2	7, 7, 7, 7, 7, 7, 7, 7	281, 281, 281, 281, 281, 281, 281, 278	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 1, 1, 1, 1, 2	SBOV2_13940.1	SBOV2_13940.1, SCUR1_14320.1	99.3	99.644128113879
N0.HOG0005168	SBOV2_13850.1, SCUR1_14190.1, SGUI1_13650.1, SHAE2_15960.1, SINT2_13420.3, SRDH2_102610.1, Smp_147460.2, EWB00_003708	18, 18, 14, 16, 14, 10, 15, 16	741, 734, 642, 714, 642, 396, 605, 719	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 3, 1, 2, 1	SRDH2_102610.1	SBOV2_13850.1, SRDH2_102610.1	90.5	52.766531713900136
N0.HOG0005167	SBOV2_13830.1, SCUR1_14170.1, SGUI1_13670.2, SHAE2_15940.1, SINT2_13400.1, SRDH2_101640.1, Smp_075470.1, EWB00_003706	10, 6, 8, 10, 10, 10, 10, 10	445, 243, 336, 445, 445, 445, 445, 444	1, 1, 1, 1, 1, 2, 1, 1	1, 1, 2, 2, 1, 2, 1, 1	SCUR1_14170.1	SBOV2_13830.1, SCUR1_14170.1	99.6	54.382022471910105
N0.HOG0005165	SBOV2_13480.1, SCUR1_13820.1, SGUI1_13180.1, SHAE2_15600.1, SINT2_13080.2, SRDH2_12860.1, Smp_076600.1, EWB00_002310	2, 1, 2, 2, 1, 1, 2, 1	798, 583, 798, 798, 340, 522, 790, 344	1, 1, 1, 1, 2, 1, 1, 2	1, 1, 1, 1, 3, 1, 1, 2	SINT2_13080.2	SBOV2_13480.1, SINT2_13080.2	96.8	42.606516290726816
N0.HOG0008203	SBOV2_61080.3, SCUR1_61410.1, SGUI1_61910.1, SHAE2_65610.1, SINT2_60330.1, SRDH2_63080.1, Smp_162650.1, EWB00_011145	4, 4, 4, 4, 4, 4, 4, 4	697, 697, 697, 697, 697, 699, 685, 699	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_011145	SBOV2_61080.3, EWB00_011145	82.5	99.71387696709584
N0.HOG0005163	SBOV2_13420.1, SCUR1_13770.1, SGUI1_13050.1, SHAE2_15500.1, SINT2_13010.1, SRDH2_12870.1, Smp_153480.1, EWB00_002303	17, 13, 9, 7, 2, 17, 17, 17	954, 585, 384, 311, 253, 967, 999, 901	1, 2, 1, 2, 1, 1, 1, 1	1, 2, 1, 3, 1, 1, 1, 1	SINT2_13010.1	SINT2_13010.1, EWB00_002303	68.2	17.092119866814652
N0.HOG0005160	SBOV2_13200.2, SCUR1_13570.1, SGUI1_12790.1, SHAE2_15290.1, SINT2_12810.1, SRDH2_12660.2, Smp_153610.1, EWB00_002666	7, 7, 7, 7, 7, 7, 7, 7	692, 693, 692, 691, 696, 696, 695, 628	1, 1, 1, 1, 1, 1, 1, 2	2, 1, 1, 1, 1, 2, 1, 2	EWB00_002666	SINT2_12810.1, EWB00_002666	71.1	93.10344827586206
N0.HOG0005256	SBOV2_2380.1, SCUR1_2200.1, SGUI1_2400.1, SHAE2_2670.1, SINT2_2250.1, SRDH2_2400.1, Smp_303980.1, EWB00_007205	46, 66, 62, 53, 54, 79, 67, 42	3624, 4448, 4254, 3461, 3617, 5752, 4482, 2623	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 1, 2, 1, 1	EWB00_007205	SRDH2_2400.1, EWB00_007205	71.2	45.75799721835883
N0.HOG0004990	SBOV2_80120.1, SCUR1_81030.1, SGUI1_82290.1, SHAE2_85290.1, SINT2_79290.1, SRDH2_83160.1, Smp_067930.1, EWB00_006770.2	5, 5, 5, 5, 5, 5, 4, 4	200, 203, 201, 202, 199, 200, 195, 157	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 1, 3, 1, 2	EWB00_006770.2	SBOV2_80120.1, EWB00_006770.2	74.8	71.5
N0.HOG0004987	SBOV2_78780.2, SCUR1_79110.1, SGUI1_80170.1, SHAE2_84120.1, SINT2_78050.1, SRDH2_81650.1, Smp_141410.1, EWB00_002249	7, 7, 7, 7, 7, 7, 7, 8	694, 693, 696, 696, 697, 696, 690, 670	1, 1, 1, 1, 1, 1, 1, 2	4, 1, 1, 1, 1, 1, 1, 2	EWB00_002249	SGUI1_80170.1, EWB00_002249	74.1	95.54597701149426
N0.HOG0004831	SBOV2_5570.2, SCUR1_5620.1, SGUI1_5220.2, SHAE2_6110.1, SINT2_5430.1, SRDH2_5670.1, Smp_067590.1, EWB00_006323.1	5, 8, 8, 8, 8, 8, 8, 8	300, 394, 393, 394, 394, 394, 380, 378	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 3, 1, 1, 1, 1, 2	SBOV2_5570.2	SBOV2_5570.2, SCUR1_5620.1	99.3	75.88832487309645
N0.HOG0004830	SBOV2_55650.1, SCUR1_56390.1, SGUI1_56620.1, SHAE2_59850.1, SINT2_55180.1, SRDH2_57790.1, Smp_333960.1, EWB00_007830.1	5, 7, 7, 5, 5, 5, 5, 4	217, 230, 222, 217, 217, 214, 214, 154	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 4	EWB00_007830.1	SCUR1_56390.1, EWB00_007830.1	90.2	57.391304347826086
N0.HOG0004829	SBOV2_55490.1, SCUR1_56250.1, SGUI1_56470.1, SHAE2_59690.1, SINT2_54540.1, SRDH2_57580.1, Smp_021760.1, EWB00_005248.1	4, 4, 4, 4, 4, 8, 4, 4	180, 180, 180, 180, 180, 198, 180, 180	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 3, 1, 1, 3	SRDH2_57580.1	SBOV2_55490.1, SRDH2_57580.1	94.1	76.76767676767676
N0.HOG0004828	SBOV2_55480.1, SCUR1_56230.1, SGUI1_56460.1, SHAE2_59680.1, SINT2_54530.1, SRDH2_57570.1, Smp_133940.1, EWB00_001202.3	3, 5, 5, 5, 5, 5, 5, 5	283, 358, 358, 358, 358, 355, 353, 259	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 4	EWB00_001202.3	SBOV2_55480.1, EWB00_001202.3	72.0	61.83745583038869
N0.HOG0004826	SBOV2_55260.1, SCUR1_56060.1, SGUI1_56230.1, SHAE2_59450.1, SINT2_54310.1, SRDH2_57260.1, Smp_022020.1, EWB00_000885	7, 7, 7, 7, 7, 7, 7, 7	829, 829, 829, 829, 829, 827, 827, 831	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 3, 1, 3, 1, 1, 1	SBOV2_55260.1	SBOV2_55260.1, SCUR1_56060.1	99.6	99.87937273823884
N0.HOG0004825	SBOV2_54330.1, SCUR1_51130.1, SGUI1_51310.1, SHAE2_54450.1, SINT2_49820.1, SRDH2_52180.1, Smp_156400.1, EWB00_005315.1	8, 7, 7, 6, 7, 7, 8, 6	478, 478, 478, 419, 478, 484, 482, 413	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 1, 1, 1, 1, 3	EWB00_005315.1	SRDH2_52180.1, EWB00_005315.1	76.0	84.50413223140497
N0.HOG0004824	SBOV2_54170.1, SCUR1_51310.1, SGUI1_51510.1, SHAE2_54610.1, SINT2_49990.1, SRDH2_52340.1, Smp_156470.1, EWB00_007228.1	4, 4, 6, 4, 4, 4, 4, 4	101, 101, 121, 101, 101, 101, 101, 101	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 2, 1, 2, 1, 2	SGUI1_51510.1	SBOV2_54170.1, SGUI1_51510.1	100.0	82.64462809917356
N0.HOG0004823	SBOV2_54140.1, SCUR1_51340.1, SGUI1_51540.1, SHAE2_54660.2, SINT2_50020.1, SRDH2_52370.1, Smp_063830.1, EWB00_007224	15, 15, 15, 15, 15, 15, 15, 15	740, 740, 740, 740, 740, 740, 740, 740	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 4, 1, 1	SBOV2_54140.1	SBOV2_54140.1, SCUR1_51340.1	99.7	99.86486486486487
N0.HOG0004822	SBOV2_54100.2, SCUR1_51380.1, SGUI1_51590.1, SHAE2_54700.1, SINT2_50060.1, SRDH2_52410.1, Smp_059750.1, EWB00_007218	3, 3, 4, 3, 3, 3, 3, 3	158, 237, 199, 237, 237, 237, 237, 247	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 2, 1, 2, 1, 1	SBOV2_54100.2	SBOV2_54100.2, SGUI1_51590.1	99.1	56.78391959798995
N0.HOG0004820	SBOV2_54010.1, SCUR1_51470.1, SGUI1_51680.1, SHAE2_54790.2, SINT2_50140.1, SRDH2_52490.3, Smp_311170.1, EWB00_007212	4, 4, 4, 3, 4, 4, 4, 4	709, 709, 708, 704, 708, 708, 710, 710	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 1, 3, 1, 1	SHAE2_54790.2	SHAE2_54790.2, Smp_311170.1	85.6	96.61971830985917
N0.HOG0004819	SBOV2_53870.1, SCUR1_51620.1, SGUI1_51810.2, SHAE2_54940.1, SINT2_50300.1, SRDH2_52640.1, Smp_167010.1, EWB00_006505.2	43, 43, 43, 43, 43, 43, 43, 38	3250, 3248, 3249, 3246, 3249, 3246, 3247, 2869	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 2, 1, 1, 3	EWB00_006505.2	SHAE2_54940.1, EWB00_006505.2	83.0	88.23166974738139
N0.HOG0008260	SBOV2_66160.1, SCUR1_66240.1, SGUI1_66920.1, SHAE2_70800.1, SINT2_65160.1, SRDH2_69640.1, Smp_030030.1, EWB00_009807	2, 2, 2, 2, 2, 2, 2, 3	208, 208, 208, 208, 208, 208, 208, 167	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_009807	SBOV2_66160.1, EWB00_009807	92.0	77.88461538461539
N0.HOG0008261	SBOV2_66170.1, SCUR1_66250.1, SGUI1_66930.1, SHAE2_70810.1, SINT2_65170.1, SRDH2_69630.1, Smp_347780.1, EWB00_009806	3, 3, 3, 3, 3, 3, 3, 3	903, 915, 907, 933, 906, 894, 895, 906	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	Smp_347780.1	SCUR1_66250.1, Smp_347780.1	71.1	96.83060109289617
N0.HOG0004816	SBOV2_53130.1, SCUR1_52410.1, SGUI1_52600.1, SHAE2_55710.1, SINT2_51050.1, SRDH2_53590.1, Smp_130200.1, EWB00_010650	9, 9, 9, 9, 8, 9, 10, 9	1889, 1889, 1877, 1885, 1712, 1893, 1882, 1797	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 3, 2, 1, 1	SINT2_51050.1	SBOV2_53130.1, SINT2_51050.1	96.8	90.84171519322393
N0.HOG0004815	SBOV2_53070.1, SCUR1_52470.1, SGUI1_52660.1, SHAE2_55770.1, SINT2_51110.1, SRDH2_53530.2, Smp_014840.1, EWB00_010644.1	7, 7, 7, 7, 7, 7, 7, 7	628, 628, 628, 628, 628, 628, 628, 622	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 3, 1, 2	SBOV2_53070.1	SBOV2_53070.1, SCUR1_52470.1	99.8	99.84076433121018
N0.HOG0004814	SBOV2_52880.1, SCUR1_52700.1, SGUI1_52860.1, SHAE2_55970.1, SINT2_51300.1, SRDH2_53340.1, Smp_048940.1, EWB00_010619.1	4, 4, 4, 4, 4, 4, 4, 4	230, 230, 230, 230, 230, 230, 230, 238	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 5	EWB00_010619.1	SBOV2_52880.1, EWB00_010619.1	78.8	97.05882352941177
N0.HOG0004813	SBOV2_52830.1, SCUR1_52750.1, SGUI1_52910.1, SHAE2_56010.2, SINT2_51350.1, SRDH2_53290.1, Smp_048990.1, EWB00_010613.2	7, 10, 10, 10, 10, 9, 10, 10	469, 600, 600, 602, 598, 511, 598, 588	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 2, 1, 1, 1, 2	SBOV2_52830.1	SBOV2_52830.1, SINT2_51350.1	97.6	77.59197324414716
N0.HOG0004812	SBOV2_52630.1, SCUR1_52980.1, SGUI1_53140.1, SHAE2_56230.1, SINT2_51570.1, SRDH2_53090.1, Smp_094420.1, EWB00_010665.3	8, 8, 8, 8, 8, 8, 8, 8	448, 448, 448, 448, 448, 448, 448, 446	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 2, 1, 3	EWB00_010665.3	SBOV2_52630.1, EWB00_010665.3	80.3	99.55357142857143
N0.HOG0004811	SBOV2_52620.1, SCUR1_52990.1, SGUI1_53150.3, SHAE2_56240.3, SINT2_51580.1, SRDH2_53080.1, Smp_024520.1, EWB00_010666	8, 8, 5, 7, 8, 9, 8, 8	447, 447, 318, 368, 447, 449, 447, 504	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 2, 2, 1, 2, 1, 1	SGUI1_53150.3	SGUI1_53150.3, EWB00_010666	82.0	62.89682539682539
N0.HOG0004809	SBOV2_52400.1, SCUR1_53200.1, SGUI1_53370.1, SHAE2_56470.1, SINT2_51820.1, SRDH2_52840.2, Smp_012340.1, EWB00_010689.1	4, 6, 6, 6, 6, 4, 6, 4	418, 545, 545, 545, 545, 400, 545, 386	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 1, 1, 2, 1, 2	EWB00_010689.1	SCUR1_53200.1, EWB00_010689.1	84.8	72.29357798165138
N0.HOG0004808	SBOV2_52380.1, SCUR1_53210.1, SGUI1_53380.1, SHAE2_56480.1, SINT2_51830.2, SRDH2_52830.3, Smp_128770.1, EWB00_010690.2	14, 14, 14, 14, 14, 14, 14, 14	916, 916, 916, 911, 916, 919, 919, 934	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 4, 1, 2, 1, 1, 1	EWB00_010690.2	SBOV2_52380.1, EWB00_010690.2	82.8	98.60813704496788
N0.HOG0004807	SBOV2_52290.3, SCUR1_53300.1, SGUI1_53480.1, SHAE2_56570.1, SINT2_51900.2, SRDH2_52750.1, Smp_082860.1, EWB00_005409	6, 6, 6, 6, 6, 6, 6, 6	412, 412, 403, 412, 403, 412, 412, 414	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 4, 2, 1, 1, 1	SGUI1_53480.1	SGUI1_53480.1, EWB00_005409	92.0	97.10144927536231
N0.HOG0004806	SBOV2_52230.1, SCUR1_53370.1, SGUI1_53550.1, SHAE2_56650.1, SINT2_51960.1, SRDH2_52690.2, Smp_082800.1, EWB00_005402	13, 13, 13, 13, 13, 13, 12, 11	760, 760, 761, 761, 761, 757, 742, 735	1, 1, 1, 1, 1, 1, 1, 1	2, 4, 1, 1, 1, 1, 1, 1	EWB00_005402	SGUI1_53550.1, EWB00_005402	85.4	96.05781865965835
N0.HOG0004805	SBOV2_51880.1, SCUR1_53760.1, SGUI1_53950.1, SHAE2_56960.1, SINT2_52250.1, SRDH2_54670.1, Smp_201440.1, EWB00_006473.1	1, 2, 2, 2, 2, 2, 2, 1	80, 110, 110, 109, 110, 110, 110, 79	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 1, 1, 1, 1, 3	SBOV2_51880.1	SBOV2_51880.1, SCUR1_53760.1	100.0	66.36363636363637
N0.HOG0004817	SBOV2_53740.1, SCUR1_51760.1, SGUI1_51960.1, SHAE2_55080.1, SINT2_50430.1, SRDH2_54220.1, Smp_337240.1, EWB00_007754	2, 1, 2, 2, 2, 1, 2, 3	994, 789, 989, 985, 986, 753, 980, 413	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 1, 1, 1, 1	EWB00_007754	SBOV2_53740.1, EWB00_007754	42.2	28.87323943661972
N0.HOG0004834	SBOV2_56090.1, SCUR1_56850.1, SGUI1_57020.1, SHAE2_60290.1, SINT2_55610.1, SRDH2_58240.1, Smp_170390.1, EWB00_005138	13, 10, 13, 13, 13, 13, 13, 13	1396, 841, 1419, 1402, 1383, 1339, 1340, 1304	1, 1, 1, 1, 1, 1, 1, 1	2, 4, 1, 1, 1, 1, 1, 1	SCUR1_56850.1	SBOV2_56090.1, SCUR1_56850.1	93.1	57.73638968481375
N0.HOG0004835	SBOV2_56100.1, SCUR1_56880.1, SGUI1_57030.1, SHAE2_60300.1, SINT2_55620.1, SRDH2_58250.1, Smp_088650.1, EWB00_005140.5	4, 4, 4, 4, 4, 4, 4, 3	182, 182, 182, 182, 182, 160, 182, 142	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 5	EWB00_005140.5	SBOV2_56100.1, EWB00_005140.5	82.8	70.32967032967034
N0.HOG0008259	SBOV2_66150.1, SCUR1_66230.1, SGUI1_66910.1, SHAE2_70790.1, SINT2_65150.1, SRDH2_69650.1, Smp_030020.1, EWB00_009808	4, 3, 4, 4, 3, 2, 2, 2	264, 262, 244, 264, 284, 274, 299, 305	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SGUI1_66910.1	SGUI1_66910.1, SINT2_65150.1	97.5	85.2112676056338
N0.HOG0004861	SBOV2_60520.1, SCUR1_60870.1, SGUI1_61380.1, SHAE2_65050.1, SINT2_59730.1, SRDH2_62520.1, Smp_018530.1, EWB00_011341.2	3, 3, 3, 3, 3, 3, 3, 3	209, 209, 218, 210, 209, 211, 211, 213	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 1, 1, 1, 1, 1, 2	SGUI1_61380.1	SGUI1_61380.1, SRDH2_62520.1	98.0	93.11926605504587
N0.HOG0004860	SBOV2_60480.1, SCUR1_60800.1, SGUI1_61330.1, SHAE2_65000.2, SINT2_59690.1, SRDH2_62480.1, Smp_337785.1, EWB00_011337	13, 10, 12, 11, 13, 10, 10, 10	969, 644, 938, 952, 969, 621, 621, 859	1, 1, 1, 2, 1, 1, 1, 1	2, 1, 1, 3, 1, 2, 1, 1	SHAE2_65000.2	SHAE2_65000.2, SRDH2_62480.1	90.8	61.76470588235294
N0.HOG0004859	SBOV2_60210.1, SCUR1_60490.1, SGUI1_61060.1, SHAE2_64720.1, SINT2_59430.1, SRDH2_62220.1, Smp_028980.2, EWB00_000821.2	5, 5, 5, 5, 5, 5, 5, 5	245, 245, 245, 245, 245, 245, 245, 244	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 2, 1, 1, 2, 2, 1	EWB00_000821.2	SBOV2_60210.1, EWB00_000821.2	95.0	98.77551020408163
N0.HOG0004858	SBOV2_59980.1, SCUR1_60270.1, SGUI1_60840.1, SHAE2_64470.1, SINT2_59210.1, SRDH2_61980.1, Smp_343190.1, EWB00_011294.1	3, 3, 1, 1, 1, 3, 1, 1	110, 129, 76, 76, 76, 113, 76, 76	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 2, 1, 1, 3	SCUR1_60270.1	SCUR1_60270.1, SGUI1_60840.1	98.7	58.139534883720934
N0.HOG0004857	SBOV2_59840.1, SCUR1_60110.1, SGUI1_60690.1, SHAE2_64290.1, SINT2_59040.1, SRDH2_61830.1, Smp_341140.1, EWB00_011270	1, 1, 1, 1, 1, 1, 1, 1	1844, 1835, 1838, 1828, 1842, 1823, 1824, 1800	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 2, 3, 1, 1	SHAE2_64290.1	SGUI1_60690.1, SHAE2_64290.1	97.0	99.9455930359086
N0.HOG0004856	SBOV2_59830.2, SCUR1_60100.1, SGUI1_60680.1, SHAE2_64280.1, SINT2_59030.2, SRDH2_61820.1, Smp_162110.1, EWB00_011265	17, 18, 18, 18, 16, 18, 18, 18	569, 612, 612, 611, 545, 620, 620, 604	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 1, 1, 2, 1, 1, 1	SINT2_59030.2	SCUR1_60100.1, SINT2_59030.2	99.3	88.88888888888889
N0.HOG0004855	SBOV2_59710.1, SCUR1_60010.3, SGUI1_60590.1, SHAE2_64170.1, SINT2_58930.2, SRDH2_61740.1, Smp_074010.1, EWB00_007967	7, 7, 7, 7, 7, 5, 7, 5	334, 330, 330, 391, 334, 277, 330, 218	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 2, 2, 1, 1, 1	EWB00_007967	SHAE2_64170.1, EWB00_007967	82.9	52.42966751918159
N0.HOG0004854	SBOV2_59620.1, SCUR1_59910.1, SGUI1_60500.1, SHAE2_64060.2, SINT2_58840.1, SRDH2_61630.1, Smp_166830.1, EWB00_007957.1	5, 5, 5, 5, 5, 5, 5, 5	278, 278, 278, 278, 278, 278, 278, 278	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 2, 2, 1, 1, 2	SBOV2_59620.1	SBOV2_59620.1, SCUR1_59910.1	100.0	99.64028776978418
N0.HOG0004853	SBOV2_59460.1, SCUR1_59750.3, SGUI1_60330.1, SHAE2_63920.1, SINT2_58700.1, SRDH2_61500.1, Smp_066330.1, EWB00_006573	6, 6, 6, 6, 6, 6, 6, 6	583, 583, 581, 587, 582, 582, 589, 568	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 3, 1, 1, 1, 1, 1	SBOV2_59460.1	SBOV2_59460.1, SCUR1_59750.3	98.1	99.82847341337907
N0.HOG0004852	SBOV2_59400.1, SCUR1_97600.1, SGUI1_60290.1, SHAE2_63870.1, SINT2_58660.1, SRDH2_61450.1, Smp_052910.1, EWB00_006578.4	3, 3, 3, 3, 3, 3, 3, 3	164, 164, 164, 164, 164, 164, 164, 164	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 1, 1, 1, 1, 1, 5	SBOV2_59400.1	SBOV2_59400.1, SCUR1_97600.1	100.0	99.39024390243902
N0.HOG0004851	SBOV2_59480.1, SCUR1_59740.1, SGUI1_60340.1, SHAE2_63800.1, SINT2_58710.1, SRDH2_61510.1, Smp_344890.1, EWB00_006571	3, 3, 3, 2, 3, 3, 3, 2	734, 727, 739, 334, 745, 736, 732, 494	2, 2, 1, 2, 2, 1, 1, 1	2, 2, 1, 2, 2, 1, 1, 1	SHAE2_63800.1	SHAE2_63800.1, SINT2_58710.1	79.8	39.86577181208054
N0.HOG0004850	SBOV2_59290.1, SCUR1_59620.1, SGUI1_60180.1, SHAE2_63750.2, SINT2_58540.1, SRDH2_61340.1, Smp_247260.1, EWB00_011165	4, 8, 7, 13, 13, 13, 13, 13	308, 885, 1143, 1393, 1398, 1381, 1368, 1332	2, 2, 2, 1, 1, 1, 1, 1	2, 2, 2, 2, 1, 1, 1, 1	SBOV2_59290.1	SBOV2_59290.1, SINT2_58540.1	96.7	21.95994277539342
